TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;TP_ATIVO;PR_PL_ATIVO
CLASSES - FIF;01.606.546/0001-53;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MERCÚRIO - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;19.12
CLASSES - FIF;01.606.546/0001-53;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MERCÚRIO - RESPONSABILIDADE LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;21.49
CLASSES - FIF;01.606.546/0001-53;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MERCÚRIO - RESPONSABILIDADE LIMITADA;2025-07-31;Derivativos;-8.59
CLASSES - FIF;01.606.546/0001-53;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MERCÚRIO - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;12.30
CLASSES - FIF;01.606.546/0001-53;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MERCÚRIO - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;43.08
CLASSES - FIF;01.608.399/0001-50;;CSHG TOP AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FIF EM AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;Outras Cotas de Fundos de Investimento;100.44
CLASSES - FIF;01.608.399/0001-50;;CSHG TOP AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FIF EM AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;Outros;0.02
CLASSES - FIF;01.624.111/0001-31;;BECSUPER FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;100.01
CLASSES - FIF;01.757.217/0001-03;;BRADESCO FIF - CIC MULTI MAIS - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.73
CLASSES - FIF;01.776.200/0001-01;;CLIC FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Ações;87.75
CLASSES - FIF;01.776.200/0001-01;;CLIC FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;5.02
CLASSES - FIF;01.776.200/0001-01;;CLIC FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;1.75
CLASSES - FIF;01.822.655/0001-08;;BANRISUL MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LONGO PRAZO RESPONSABILI;2025-07-31;DEPÓSITOS A PRAZO E OUTROS TÍTULOS DE INSTITUIÇÕES FINANCEIRAS;0.59
CLASSES - FIF;01.822.655/0001-08;;BANRISUL MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LONGO PRAZO RESPONSABILI;2025-07-31;OPERAÇÕES COMPROMISSADAS LASTREADAS EM TÍTULOS PÚBLICOS FEDERAIS;21.32
CLASSES - FIF;01.822.655/0001-08;;BANRISUL MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LONGO PRAZO RESPONSABILI;2025-07-31;TÍTULOS DE CRÉDITO PRIVADO;27.41
CLASSES - FIF;01.822.655/0001-08;;BANRISUL MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LONGO PRAZO RESPONSABILI;2025-07-31;TÍTULOS PÚBLICOS FEDERAIS;50.74
CLASSES - FIF;01.960.341/0001-71;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA CURTO PRAZO VERSÁTIL - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;95.49
CLASSES - FIF;02.131.724/0001-08;;BANRISUL INFRA ESTRUTURA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;AÇÕES;98.46
CLASSES - FIF;02.131.724/0001-08;;BANRISUL INFRA ESTRUTURA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;OPERAÇÕES COMPROMISSADAS LASTREADAS EM TÍTULOS PÚBLICOS FEDERAIS;0.52
CLASSES - FIF;02.131.725/0001-44;;BANRISUL ÍNDICE FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;AÇÕES;97.34
CLASSES - FIF;02.131.725/0001-44;;BANRISUL ÍNDICE FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;OPERAÇÕES COMPROMISSADAS LASTREADAS EM TÍTULOS PÚBLICOS FEDERAIS;1.20
CLASSES - FIF;02.138.442/0001-24;;BRADESCO H DIVIDENDOS FI FINANCEIRO - CIA - RESP LIMITADA;2025-07-31;Ações;98.09
CLASSES - FIF;02.138.442/0001-24;;BRADESCO H DIVIDENDOS FI FINANCEIRO - CIA - RESP LIMITADA;2025-07-31;Derivativos;1.89
CLASSES - FIF;02.138.442/0001-24;;BRADESCO H DIVIDENDOS FI FINANCEIRO - CIA - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.35
CLASSES - FIF;02.171.479/0001-54;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2025-07-31;Ações;91.65
CLASSES - FIF;02.171.479/0001-54;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2025-07-31;Derivativos;2.51
CLASSES - FIF;02.171.479/0001-54;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2025-07-31;Investimento no exterior;4.89
CLASSES - FIF;02.171.479/0001-54;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;4.33
CLASSES - FIF;02.294.024/0001-26;;BRADESCO H FIF - CIC CAMBIAL LONGO PRAZO DÓLAR - RESPONSABILIDADE LIMITADA;2025-07-31;Derivativos;97.31
CLASSES - FIF;02.294.024/0001-26;;BRADESCO H FIF - CIC CAMBIAL LONGO PRAZO DÓLAR - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;8.75
CLASSES - FIF;02.294.024/0001-26;;BRADESCO H FIF - CIC CAMBIAL LONGO PRAZO DÓLAR - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;88.28
CLASSES - FIF;02.335.944/0001-45;;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA TARGET I;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;20.71
CLASSES - FIF;02.335.944/0001-45;;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA TARGET I;2025-07-31;Derivativos;0.99
CLASSES - FIF;02.335.944/0001-45;;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA TARGET I;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;16.84
CLASSES - FIF;02.335.944/0001-45;;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA TARGET I;2025-07-31;Títulos de crédito privado;12.60
CLASSES - FIF;02.335.944/0001-45;;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA TARGET I;2025-07-31;Títulos públicos federais;49.42
CLASSES - FIF;02.430.487/0001-78;;BANRISUL SUPER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITADA;2025-07-31;OPERAÇÕES COMPROMISSADAS LASTREADAS EM TÍTULOS PÚBLICOS FEDERAIS;95.19
CLASSES - FIF;02.567.996/0001-47;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI FEDERAL PLUS - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;25.57
CLASSES - FIF;02.567.996/0001-47;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI FEDERAL PLUS - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;69.61
CLASSES - FIF;02.567.997/0001-91;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MARTE - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;19.45
CLASSES - FIF;02.567.997/0001-91;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MARTE - RESPONSABILIDADE LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;21.86
CLASSES - FIF;02.567.997/0001-91;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MARTE - RESPONSABILIDADE LIMITADA;2025-07-31;Derivativos;-8.73
CLASSES - FIF;02.567.997/0001-91;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MARTE - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;12.52
CLASSES - FIF;02.567.997/0001-91;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MARTE - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;43.82
CLASSES - FIF;02.763.602/0001-26;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES SMALL CAP - RESPONSABILIDADE LIMITADA;2025-07-31;Ações;93.34
CLASSES - FIF;02.763.602/0001-26;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES SMALL CAP - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;3.82
CLASSES - FIF;02.998.239/0001-28;;BRAM FIF - CLASSE DE INVESTIMENTO RF TARGET - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;0.34
CLASSES - FIF;02.998.239/0001-28;;BRAM FIF - CLASSE DE INVESTIMENTO RF TARGET - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;24.46
CLASSES - FIF;02.998.239/0001-28;;BRAM FIF - CLASSE DE INVESTIMENTO RF TARGET - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;48.65
CLASSES - FIF;02.998.239/0001-28;;BRAM FIF - CLASSE DE INVESTIMENTO RF TARGET - RESP LIMITADA;2025-07-31;Títulos de crédito privado;7.33
CLASSES - FIF;02.998.239/0001-28;;BRAM FIF - CLASSE DE INVESTIMENTO RF TARGET - RESP LIMITADA;2025-07-31;Títulos públicos federais;19.03
CLASSES - FIF;03.054.724/0001-06;;BRADESCO YIELD FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;24.43
CLASSES - FIF;03.054.724/0001-06;;BRADESCO YIELD FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-07-31;Títulos públicos federais;75.19
CLASSES - FIF;03.256.793/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO RENDA FIXA REFERENCIADA DI FEDERAL EXTRA -RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;26.51
CLASSES - FIF;03.256.793/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO RENDA FIXA REFERENCIADA DI FEDERAL EXTRA -RESP LIMITADA;2025-07-31;Títulos públicos federais;72.17
CLASSES - FIF;03.287.127/0001-21;;IMPACTO VALOR FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;Acões;98.36
CLASSES - FIF;03.287.127/0001-21;;IMPACTO VALOR FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;Depósito a prazo e outros títulos de instituições financeiras;1.64
CLASSES - FIF;03.287.127/0001-21;;IMPACTO VALOR FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;Operacões compromissadas lastreadas em títulos privados;0.00
CLASSES - FIF;03.287.127/0001-21;;IMPACTO VALOR FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;Operacões compromissadas lastreadas em títulos públicos federais;0.00
CLASSES - FIF;03.287.127/0001-21;;IMPACTO VALOR FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;Títulos Públicos federais;0.00
CLASSES - FIF;03.295.134/0001-75;;AMIGOS DO COELHO FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;Ações;92.99
CLASSES - FIF;03.295.134/0001-75;;AMIGOS DO COELHO FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulospúblicos federais;6.47
CLASSES - FIF;03.295.134/0001-75;;AMIGOS DO COELHO FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;Outras aplicações;0.54
CLASSES - FIF;03.319.016/0001-50;;TIVIO DÓLAR CAMBIAL FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL - RESPONSABILIDADE LIMITADA;2025-07-31;Derivativos;99.13
CLASSES - FIF;03.319.016/0001-50;;TIVIO DÓLAR CAMBIAL FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;30.50
CLASSES - FIF;03.319.016/0001-50;;TIVIO DÓLAR CAMBIAL FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;69.09
CLASSES - FIF;03.394.711/0001-86;;BRADESCO IBOVESPA PLUS FI FINANCEIRO - CIA - RESP LIMITADA;2025-07-31;Ações;98.12
CLASSES - FIF;03.394.711/0001-86;;BRADESCO IBOVESPA PLUS FI FINANCEIRO - CIA - RESP LIMITADA;2025-07-31;Derivativos;1.63
CLASSES - FIF;03.394.711/0001-86;;BRADESCO IBOVESPA PLUS FI FINANCEIRO - CIA - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.36
CLASSES - FIF;03.399.411/0001-90;;BRADESCO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADA DI PREMIUM - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;0.79
CLASSES - FIF;03.399.411/0001-90;;BRADESCO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADA DI PREMIUM - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;30.78
CLASSES - FIF;03.399.411/0001-90;;BRADESCO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADA DI PREMIUM - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;49.88
CLASSES - FIF;03.399.411/0001-90;;BRADESCO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADA DI PREMIUM - RESP LIMITADA;2025-07-31;Títulos de crédito privado;8.27
CLASSES - FIF;03.399.411/0001-90;;BRADESCO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADA DI PREMIUM - RESP LIMITADA;2025-07-31;Títulos públicos federais;9.63
CLASSES - FIF;03.408.336/0001-86;;CSHG VERDE AM STRATEGY II FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de Fundos de Investimento 555;99.90
CLASSES - FIF;03.408.336/0001-86;;CSHG VERDE AM STRATEGY II FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Outros;0.71
CLASSES - FIF;03.473.193/0001-96;;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-07-31;Ações;77.06
CLASSES - FIF;03.473.193/0001-96;;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;3.71
CLASSES - FIF;03.473.193/0001-96;;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-07-31;Derivativos;18.20
CLASSES - FIF;03.473.193/0001-96;;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;16.88
CLASSES - FIF;03.553.574/0001-85;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO TEAM - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;17.22
CLASSES - FIF;03.553.574/0001-85;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO TEAM - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;82.53
CLASSES - FIF;03.583.239/0001-20;;BRADESCO H AQUAMARINE FIF - CLASSE DE  INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;84.67
CLASSES - FIF;03.583.239/0001-20;;BRADESCO H AQUAMARINE FIF - CLASSE DE  INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;4.36
CLASSES - FIF;03.583.239/0001-20;;BRADESCO H AQUAMARINE FIF - CLASSE DE  INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;11.08
CLASSES - FIF;03.660.879/0001-96;;BRADESCO SELECTION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-07-31;Ações;70.48
CLASSES - FIF;03.660.879/0001-96;;BRADESCO SELECTION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;12.09
CLASSES - FIF;03.660.879/0001-96;;BRADESCO SELECTION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-07-31;Derivativos;3.97
CLASSES - FIF;03.660.879/0001-96;;BRADESCO SELECTION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;13.08
CLASSES - FIF;03.706.631/0001-19;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIA DI LONGO PRAZO GRUPOS  - RESPONSABILIDADE LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;3.52
CLASSES - FIF;03.706.631/0001-19;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIA DI LONGO PRAZO GRUPOS  - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;61.91
CLASSES - FIF;03.706.631/0001-19;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIA DI LONGO PRAZO GRUPOS  - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de crédito privado;0.02
CLASSES - FIF;03.706.631/0001-19;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIA DI LONGO PRAZO GRUPOS  - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;33.69
CLASSES - FIF;03.766.575/0001-08;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI HIPERFUNDO -RESPONSABILIDADE LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;3.55
CLASSES - FIF;03.766.575/0001-08;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI HIPERFUNDO -RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;62.43
CLASSES - FIF;03.766.575/0001-08;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI HIPERFUNDO -RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de crédito privado;0.02
CLASSES - FIF;03.766.575/0001-08;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI HIPERFUNDO -RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;33.98
CLASSES - FIF;03.805.966/0001-94;;BRADESCO PRIME H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;93.97
CLASSES - FIF;03.805.966/0001-94;;BRADESCO PRIME H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;1.77
CLASSES - FIF;03.805.966/0001-94;;BRADESCO PRIME H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO - RESP LIMITADA;2025-07-31;Títulos públicos federais;4.49
CLASSES - FIF;03.805.990/0001-23;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIADA DI LONGO PRAZO 15.000 - RESPONSABILIDADE LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;3.55
CLASSES - FIF;03.805.990/0001-23;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIADA DI LONGO PRAZO 15.000 - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;62.42
CLASSES - FIF;03.805.990/0001-23;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIADA DI LONGO PRAZO 15.000 - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de crédito privado;0.02
CLASSES - FIF;03.805.990/0001-23;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIADA DI LONGO PRAZO 15.000 - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;33.97
CLASSES - FIF;03.894.320/0001-20;;BRADESCO BOND FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;1.24
CLASSES - FIF;03.894.320/0001-20;;BRADESCO BOND FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;12.47
CLASSES - FIF;03.894.320/0001-20;;BRADESCO BOND FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;27.06
CLASSES - FIF;03.894.320/0001-20;;BRADESCO BOND FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Títulos de crédito privado;9.87
CLASSES - FIF;03.894.320/0001-20;;BRADESCO BOND FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Títulos públicos federais;49.76
CLASSES - FIF;03.897.077/0001-02;;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-07-31;Ações;78.98
CLASSES - FIF;03.897.077/0001-02;;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;3.99
CLASSES - FIF;03.897.077/0001-02;;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-07-31;Derivativos;8.18
CLASSES - FIF;03.897.077/0001-02;;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;28.64
CLASSES - FIF;03.916.081/0001-62;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES PETROBRAS - RESPONSABILIDADE LIMITADA;2025-07-31;Ações;97.18
CLASSES - FIF;03.916.081/0001-62;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES PETROBRAS - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.42
CLASSES - FIF;03.920.198/0001-10;;CSHG FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS PETROBRÁS RESPONSABILIDADE LIMITADA;2025-07-31;A¿s;95.99
CLASSES - FIF;03.920.198/0001-10;;CSHG FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS PETROBRÁS RESPONSABILIDADE LIMITADA;2025-07-31;Outros;0.57
CLASSES - FIF;03.920.198/0001-10;;CSHG FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS PETROBRÁS RESPONSABILIDADE LIMITADA;2025-07-31;T¿los P¿blicos Federais;1.37
CLASSES - FIF;03.922.006/0001-04;;BRADESCO H PETROBRAS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - - RESPONSABILIDADE LIMITADA;2025-07-31;Ações;97.20
CLASSES - FIF;03.922.006/0001-04;;BRADESCO H PETROBRAS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;0.33
CLASSES - FIF;04.044.634/0001-05;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIADA DI LONGO PRAZO PJ - RESPONSABILIDADE LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;3.55
CLASSES - FIF;04.044.634/0001-05;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIADA DI LONGO PRAZO PJ - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;62.42
CLASSES - FIF;04.044.634/0001-05;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIADA DI LONGO PRAZO PJ - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de crédito privado;0.02
CLASSES - FIF;04.044.634/0001-05;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIADA DI LONGO PRAZO PJ - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;33.97
CLASSES - FIF;04.066.545/0001-51;;SULAMÉRICA FUNDO DE FUNDOS FIF DA CLASSE DE INVESTIMENTO EM COTAS MULT CP RESPONSABILIDADE LIMITADA;2025-07-31;Ações;0.00
CLASSES - FIF;04.066.545/0001-51;;SULAMÉRICA FUNDO DE FUNDOS FIF DA CLASSE DE INVESTIMENTO EM COTAS MULT CP RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de Fundo;100.23
CLASSES - FIF;04.066.545/0001-51;;SULAMÉRICA FUNDO DE FUNDOS FIF DA CLASSE DE INVESTIMENTO EM COTAS MULT CP RESPONSABILIDADE LIMITADA;2025-07-31;Outros;-0.23
CLASSES - FIF;04.066.545/0001-51;;SULAMÉRICA FUNDO DE FUNDOS FIF DA CLASSE DE INVESTIMENTO EM COTAS MULT CP RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de crédito privado;0.00
CLASSES - FIF;04.066.545/0001-51;;SULAMÉRICA FUNDO DE FUNDOS FIF DA CLASSE DE INVESTIMENTO EM COTAS MULT CP RESPONSABILIDADE LIMITADA;2025-07-31;Títulos público federais;0.00
