TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;TP_ATIVO;PR_PL_ATIVO
CLASSES - FIF;42.562.449/0001-93;;PTR III FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-07-31;Cotas de Fundos de Investimento 555;99.04
CLASSES - FIF;42.562.449/0001-93;;PTR III FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-07-31;Depósito a prazo e outros títulos de instituições financeiras;0.07
CLASSES - FIF;42.562.449/0001-93;;PTR III FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-07-31;Operacões compromissadas lastreadas em títulos privados;0.00
CLASSES - FIF;42.562.449/0001-93;;PTR III FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-07-31;Títulos Públicos federais;0.89
FI;42.656.644/0001-82;;IA CARTEIRA CRÉDITO FC DE FUNDO DE INVESTIMENTO FINANCEIRO MULT CRÉD PRIV RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de Fundos de Investimento 555;94.27
FI;42.656.644/0001-82;;IA CARTEIRA CRÉDITO FC DE FUNDO DE INVESTIMENTO FINANCEIRO MULT CRÉD PRIV RESPONSABILIDADE LIMITADA;2025-07-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;4.06
FI;42.656.644/0001-82;;IA CARTEIRA CRÉDITO FC DE FUNDO DE INVESTIMENTO FINANCEIRO MULT CRÉD PRIV RESPONSABILIDADE LIMITADA;2025-07-31;Outras Cotas de Fundos de Investimento;2.17
FI;42.691.990/0001-00;;INTER DIVIDENDOS FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;Ações;92.98
FI;42.691.990/0001-00;;INTER DIVIDENDOS FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;6.24
CLASSES - FIF;42.692.128/0001-03;;IA CARTEIRA AÇÕES FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL 1 RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de Fundos de Investimento 555;88.16
CLASSES - FIF;42.692.128/0001-03;;IA CARTEIRA AÇÕES FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL 1 RESPONSABILIDADE LIMITADA;2025-07-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;5.29
FI;42.754.444/0001-62;;ISTAMBUL FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO INVESTIMENTO NO EXTERIOR;2025-07-31;Acões;0.00
FI;42.754.444/0001-62;;ISTAMBUL FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO INVESTIMENTO NO EXTERIOR;2025-07-31;Cotas de Fundos de Investimento 555;100.24
FI;42.754.444/0001-62;;ISTAMBUL FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO INVESTIMENTO NO EXTERIOR;2025-07-31;Operacões compromissadas lastreadas em títulos privados;0.00
FI;42.754.444/0001-62;;ISTAMBUL FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO INVESTIMENTO NO EXTERIOR;2025-07-31;Operacões compromissadas lastreadas em títulos públicos federais;0.00
FI;42.754.444/0001-62;;ISTAMBUL FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO INVESTIMENTO NO EXTERIOR;2025-07-31;Títulos Públicos federais;0.00
CLASSES - FIF;42.813.674/0001-55;;RIO BRAVO PROTEÇÃO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.64
CLASSES - FIF;42.813.674/0001-55;;RIO BRAVO PROTEÇÃO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-07-31;Outras aplicações;12.81
CLASSES - FIF;42.813.674/0001-55;;RIO BRAVO PROTEÇÃO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;86.69
CLASSES - FIF;42.814.516/0001-10;;BRADESCO GLOBAL SOLUTION  MULTICLASSES BRL FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;98.96
CLASSES - FIF;42.814.516/0001-10;;BRADESCO GLOBAL SOLUTION  MULTICLASSES BRL FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.89
CLASSES - FIF;42.814.516/0001-10;;BRADESCO GLOBAL SOLUTION  MULTICLASSES BRL FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;2.15
CLASSES - FIF;42.831.345/0001-37;;N V FC - CIC EM AÇÕES - RESP LIMITADA;2025-07-31;Ações;89.81
CLASSES - FIF;42.831.345/0001-37;;N V FC - CIC EM AÇÕES - RESP LIMITADA;2025-07-31;Derivativos;1.70
CLASSES - FIF;42.831.345/0001-37;;N V FC - CIC EM AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;10.17
CLASSES - FIF;42.865.719/0001-35;;SULAMÉRICA CRÉDITO INFLAÇÃO FIF - CLASSE DE INVESTIMENTO RF CRED PRIV LP - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;42.31
CLASSES - FIF;42.865.719/0001-35;;SULAMÉRICA CRÉDITO INFLAÇÃO FIF - CLASSE DE INVESTIMENTO RF CRED PRIV LP - RESP LIMITADA;2025-07-31;Derivativos;47.05
CLASSES - FIF;42.865.719/0001-35;;SULAMÉRICA CRÉDITO INFLAÇÃO FIF - CLASSE DE INVESTIMENTO RF CRED PRIV LP - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;15.25
CLASSES - FIF;42.865.719/0001-35;;SULAMÉRICA CRÉDITO INFLAÇÃO FIF - CLASSE DE INVESTIMENTO RF CRED PRIV LP - RESP LIMITADA;2025-07-31;Títulos de crédito privado;24.79
CLASSES - FIF;42.865.719/0001-35;;SULAMÉRICA CRÉDITO INFLAÇÃO FIF - CLASSE DE INVESTIMENTO RF CRED PRIV LP - RESP LIMITADA;2025-07-31;Títulos públicos federais;17.30
CLASSES - FIF;42.867.896/0001-50;;CLAVE TOTAL RETURN  ÁGORA FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;98.23
CLASSES - FIF;42.867.896/0001-50;;CLAVE TOTAL RETURN  ÁGORA FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.34
CLASSES - FIF;42.867.896/0001-50;;CLAVE TOTAL RETURN  ÁGORA FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;0.92
CLASSES - FIF;42.878.365/0001-63;;PORTO SEGURO CLÁSSICO AGORA FIF - CIC RENDA FIXA LONGO PRAZO - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;97.18
CLASSES - FIF;42.878.365/0001-63;;PORTO SEGURO CLÁSSICO AGORA FIF - CIC RENDA FIXA LONGO PRAZO - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.42
CLASSES - FIF;42.878.365/0001-63;;PORTO SEGURO CLÁSSICO AGORA FIF - CIC RENDA FIXA LONGO PRAZO - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;1.15
CLASSES - FIF;42.878.556/0001-25;;BRAM JUROS MOEDAS FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-07-31;Derivativos;25.66
CLASSES - FIF;42.878.556/0001-25;;BRAM JUROS MOEDAS FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;32.27
CLASSES - FIF;42.878.556/0001-25;;BRAM JUROS MOEDAS FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-07-31;Títulos públicos federais;67.75
CLASSES - FIF;42.878.589/0001-75;;BRADESCO DANÚBIO JUROS E MOEDAS FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Derivativos;25.69
CLASSES - FIF;42.878.589/0001-75;;BRADESCO DANÚBIO JUROS E MOEDAS FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;32.30
CLASSES - FIF;42.878.589/0001-75;;BRADESCO DANÚBIO JUROS E MOEDAS FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Títulos públicos federais;67.81
CLASSES - FIF;42.878.636/0001-80;;FEEDER LEGACY CAPITAL FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.12
CLASSES - FIF;42.878.636/0001-80;;FEEDER LEGACY CAPITAL FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.25
CLASSES - FIF;42.878.636/0001-80;;FEEDER LEGACY CAPITAL FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.69
CLASSES - FIF;42.888.378/0001-13;;VIC V SPECIAL SITUATIONS FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Cotas de Fundos de Investimento 409;35.04
CLASSES - FIF;42.888.378/0001-13;;VIC V SPECIAL SITUATIONS FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Outras Aplicações;0.02
CLASSES - FIF;42.888.378/0001-13;;VIC V SPECIAL SITUATIONS FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Outras Cotas de Fundos de Investimento;64.96
CLASSES - FIF;42.921.764/0001-60;;UBS EVOLUTION MACRO STRATEGIES FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESP LIMITADA;2025-07-31;Outras Cotas de Fundos de Investimento;99.99
CLASSES - FIF;42.921.764/0001-60;;UBS EVOLUTION MACRO STRATEGIES FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESP LIMITADA;2025-07-31;Outros;0.01
CLASSES - FIF;42.921.777/0001-39;;UBS EVOLUTION MACRO STRATEGIES MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESP LIMITADA;2025-07-31;Compromissadas lastreadas em T¿los P¿blicos;8.51
CLASSES - FIF;42.921.777/0001-39;;UBS EVOLUTION MACRO STRATEGIES MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESP LIMITADA;2025-07-31;Investimento no Exterior;6.38
CLASSES - FIF;42.921.777/0001-39;;UBS EVOLUTION MACRO STRATEGIES MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESP LIMITADA;2025-07-31;Outras Cotas de Fundos de Investimento;8.72
CLASSES - FIF;42.921.777/0001-39;;UBS EVOLUTION MACRO STRATEGIES MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESP LIMITADA;2025-07-31;T¿los de Cr¿to Privado;13.71
CLASSES - FIF;42.921.777/0001-39;;UBS EVOLUTION MACRO STRATEGIES MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESP LIMITADA;2025-07-31;T¿los P¿blicos Federais;73.73
CLASSES - FIF;42.922.247/0001-05;;META 11 SMALL CAP FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;Ações;98.88
CLASSES - FIF;42.922.247/0001-05;;META 11 SMALL CAP FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de Fundos de Investimento 409;0.79
CLASSES - FIF;42.922.247/0001-05;;META 11 SMALL CAP FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;Outras Aplicações;0.12
CLASSES - FIF;43.041.275/0001-86;;JCBS FUNDO DE INVESTIMENTO DE AÇÕES  RESPONSABILIDADE  LIMITADA;2025-07-31;Ações;127.23
CLASSES - FIF;43.041.275/0001-86;;JCBS FUNDO DE INVESTIMENTO DE AÇÕES  RESPONSABILIDADE  LIMITADA;2025-07-31;Cotas de fundos de investimento 555;4.82
CLASSES - FIF;43.041.275/0001-86;;JCBS FUNDO DE INVESTIMENTO DE AÇÕES  RESPONSABILIDADE  LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulospúblicos federais;0.35
CLASSES - FIF;43.041.275/0001-86;;JCBS FUNDO DE INVESTIMENTO DE AÇÕES  RESPONSABILIDADE  LIMITADA;2025-07-31;Outras aplicações;-32.40
CLASSES - FIF;43.102.322/0001-54;;RJI CASH FUNDO DE INVESTIMENTO EM RENDA FIXA SIMPLES;2025-07-31;Acões;0.00
CLASSES - FIF;43.102.322/0001-54;;RJI CASH FUNDO DE INVESTIMENTO EM RENDA FIXA SIMPLES;2025-07-31;Depósito a prazo e outros títulos de instituições financeiras;0.09
CLASSES - FIF;43.102.322/0001-54;;RJI CASH FUNDO DE INVESTIMENTO EM RENDA FIXA SIMPLES;2025-07-31;Operacões compromissadas lastreadas em títulos privados;0.00
CLASSES - FIF;43.102.322/0001-54;;RJI CASH FUNDO DE INVESTIMENTO EM RENDA FIXA SIMPLES;2025-07-31;Operacões compromissadas lastreadas em títulos públicos federais;99.91
CLASSES - FIF;43.102.322/0001-54;;RJI CASH FUNDO DE INVESTIMENTO EM RENDA FIXA SIMPLES;2025-07-31;Títulos Públicos federais;0.00
CLASSES - FIF;43.450.518/0001-30;;AMW VÊNUS MASTER CRÉDITO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-07-31;Cotas de Fundos de Investimento 409;10.79
CLASSES - FIF;43.450.518/0001-30;;AMW VÊNUS MASTER CRÉDITO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-07-31;Depósitos a Prazo e Outros Títulos de Instituições Financeiras;48.12
CLASSES - FIF;43.450.518/0001-30;;AMW VÊNUS MASTER CRÉDITO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-07-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;9.06
CLASSES - FIF;43.450.518/0001-30;;AMW VÊNUS MASTER CRÉDITO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-07-31;Outras Cotas de Fundos de Investimento;8.55
CLASSES - FIF;43.450.518/0001-30;;AMW VÊNUS MASTER CRÉDITO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-07-31;Títulos de Crédito Privado;16.01
FI;43.876.172/0001-36;;IA CARTEIRA JUROS FC DE FUNDO DE INVESTIMENTO FINANCEIRO MULT CRÉD PRIV RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de Fundos de Investimento 555;97.37
FI;43.876.172/0001-36;;IA CARTEIRA JUROS FC DE FUNDO DE INVESTIMENTO FINANCEIRO MULT CRÉD PRIV RESPONSABILIDADE LIMITADA;2025-07-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;2.99
FI;43.876.638/0001-01;;IA CARTEIRA MULT FC DE FUNDO DE INVESTIMENTO FINANCEIRO MULT CRÉD PRIV RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de Fundos de Investimento 555;93.13
FI;43.876.638/0001-01;;IA CARTEIRA MULT FC DE FUNDO DE INVESTIMENTO FINANCEIRO MULT CRÉD PRIV RESPONSABILIDADE LIMITADA;2025-07-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;3.11
FI;43.876.638/0001-01;;IA CARTEIRA MULT FC DE FUNDO DE INVESTIMENTO FINANCEIRO MULT CRÉD PRIV RESPONSABILIDADE LIMITADA;2025-07-31;Outras Cotas de Fundos de Investimento;3.39
CLASSES - FIF;44.028.254/0001-93;;FUTURA CASH FUNDO DE INVESTIMENTO DE RENDA FIXA RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulospúblicos federais;1.82
CLASSES - FIF;44.028.254/0001-93;;FUTURA CASH FUNDO DE INVESTIMENTO DE RENDA FIXA RESPONSABILIDADE LIMITADA;2025-07-31;Outras aplicações;-0.61
CLASSES - FIF;44.028.254/0001-93;;FUTURA CASH FUNDO DE INVESTIMENTO DE RENDA FIXA RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;98.79
CLASSES - FIF;44.062.725/0001-80;;IBIUNA  HEDGE STJB FIF  CLASSE DE INVESTIMENTO  EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;6.70
CLASSES - FIF;44.062.725/0001-80;;IBIUNA  HEDGE STJB FIF  CLASSE DE INVESTIMENTO  EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-07-31;Derivativos;1067.67
CLASSES - FIF;44.062.725/0001-80;;IBIUNA  HEDGE STJB FIF  CLASSE DE INVESTIMENTO  EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-07-31;Investimento no exterior;16.37
CLASSES - FIF;44.062.725/0001-80;;IBIUNA  HEDGE STJB FIF  CLASSE DE INVESTIMENTO  EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;119.45
CLASSES - FIF;44.062.725/0001-80;;IBIUNA  HEDGE STJB FIF  CLASSE DE INVESTIMENTO  EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;122.93
CLASSES - FIF;44.100.909/0001-97;;BAHIA AM TAIPU MACRO FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Derivativos;8.86
CLASSES - FIF;44.100.909/0001-97;;BAHIA AM TAIPU MACRO FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Investimento no exterior;15.79
CLASSES - FIF;44.100.909/0001-97;;BAHIA AM TAIPU MACRO FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;-85.47
CLASSES - FIF;44.100.909/0001-97;;BAHIA AM TAIPU MACRO FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;167.58
CLASSES - FIF;44.101.546/0001-04;;DIRECT IBIUNA STH FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Cotas de fundos de investimento 409;99.12
CLASSES - FIF;44.101.546/0001-04;;DIRECT IBIUNA STH FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.28
CLASSES - FIF;44.101.546/0001-04;;DIRECT IBIUNA STH FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Títulos públicos federais;0.72
FI;44.104.852/0001-02;;INTER INFLAÇÃO CURTA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-07-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;0.47
FI;44.104.852/0001-02;;INTER INFLAÇÃO CURTA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-07-31;Títulos Públicos Federais;99.83
CLASSES - FIF;44.211.851/0001-59;;MAG FIF - CLASSE DE INVESTIMENTO RF  REFERENCIADA DI PREMIUM CRÉDITO PRIVADO - RESP  LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;82.43
CLASSES - FIF;44.211.851/0001-59;;MAG FIF - CLASSE DE INVESTIMENTO RF  REFERENCIADA DI PREMIUM CRÉDITO PRIVADO - RESP  LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;16.16
CLASSES - FIF;44.211.851/0001-59;;MAG FIF - CLASSE DE INVESTIMENTO RF  REFERENCIADA DI PREMIUM CRÉDITO PRIVADO - RESP  LIMITADA;2025-07-31;Títulos públicos federais;1.46
CLASSES - FIF;44.211.924/0001-02;;BRADESCO EXPLORER PE FIF - CIC RF REFERENCIADO DI - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;27.23
CLASSES - FIF;44.211.924/0001-02;;BRADESCO EXPLORER PE FIF - CIC RF REFERENCIADO DI - RESP LIMITADA;2025-07-31;Títulos públicos federais;72.76
CLASSES - FIF;44.212.301/0001-54;;ICATU VANGUARDA IPORÃ PG INFLAÇÃO FIF CLASSE DE INVESTIMENTO MULTIMERCADO CRÉD PRIV RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;17.29
CLASSES - FIF;44.212.301/0001-54;;ICATU VANGUARDA IPORÃ PG INFLAÇÃO FIF CLASSE DE INVESTIMENTO MULTIMERCADO CRÉD PRIV RESP LIMITADA;2025-07-31;Derivativos;60.02
CLASSES - FIF;44.212.301/0001-54;;ICATU VANGUARDA IPORÃ PG INFLAÇÃO FIF CLASSE DE INVESTIMENTO MULTIMERCADO CRÉD PRIV RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;11.28
CLASSES - FIF;44.212.301/0001-54;;ICATU VANGUARDA IPORÃ PG INFLAÇÃO FIF CLASSE DE INVESTIMENTO MULTIMERCADO CRÉD PRIV RESP LIMITADA;2025-07-31;Títulos de crédito privado;46.51
CLASSES - FIF;44.212.301/0001-54;;ICATU VANGUARDA IPORÃ PG INFLAÇÃO FIF CLASSE DE INVESTIMENTO MULTIMERCADO CRÉD PRIV RESP LIMITADA;2025-07-31;Títulos públicos federais;21.00
CLASSES - FIF;44.212.606/0001-66;;ICATU VANGUARDA DATA ALVO 2060 FIF CIC MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2025-07-31;Ações;49.19
CLASSES - FIF;44.212.606/0001-66;;ICATU VANGUARDA DATA ALVO 2060 FIF CIC MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;7.09
CLASSES - FIF;44.212.606/0001-66;;ICATU VANGUARDA DATA ALVO 2060 FIF CIC MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2025-07-31;Investimento no exterior;9.31
CLASSES - FIF;44.212.606/0001-66;;ICATU VANGUARDA DATA ALVO 2060 FIF CIC MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de crédito privado;4.01
